ATCTUN;ATCKOODI;SELITES;SELITER;DDD;DDDYKSIKKO
2449;J01ED02;sulfaleeni;sulfalen;0.1;g
2450;J01ED03;sulfametomidiini;sulfametomidin;;
2451;J01ED04;sulfametoksidiatsiini;sulfametoxydiazin;0.5;g
2452;J01ED05;sulfametoksipyridatsiini;sulfametoxypyridazin;0.5;g
2453;J01ED06;sulfaperiini;sulfaperin;0.5;g
2454;J01ED07;sulfameratsiini;sulfamerazin;3;g
2455;J01ED08;sulfafenatsoli;sulfafenazol;1;g
2456;J01ED09;sulfamatsoni;sulfamazon;1.5;g
2457;J01ED20;yhdistelmävalmisteet;kombinationer;;
2411;J01DB08;kefapiriini;cefapirin;4;g
2459;J01EE01;sulfametoksatsoli ja trimetopriimi;sulfametoxazol och trimetoprim;4;ED
2460;J01EE01;sulfametoksatsoli ja trimetopriimi;sulfametoxazol och trimetoprim;8;ED
2461;J01EE01;sulfametoksatsoli ja trimetopriimi;sulfametoxazol och trimetoprim;2;ED
2462;J01EE01;sulfametoksatsoli ja trimetopriimi;sulfametoxazol och trimetoprim;20;ED
2463;J01EE02;sulfadiatsiini ja trimetopriimi;sulfadiazin och trimetoprim;2;ED
2464;J01EE02;sulfadiatsiini ja trimetopriimi;sulfadiazin och trimetoprim;16;ED
2465;J01EE02;sulfadiatsiini ja trimetopriimi;sulfadiazin och trimetoprim;8;ED
2466;J01EE03;sulfametroli ja trimetopriimi;sulfametrol och trimetoprim;;
2467;J01EE04;sulfamoksoli ja trimetopriimi;sulfamoxol och trimetoprim;;
2468;J01EE05;sulfadimidiini ja trimetopriimi;sulfadimidin och trimetoprim;;
2469;J01F;MAKROLIDIT, LINKOSAMIDIT JA STREPTOGRAMIINIT;MAKROLIDER, LINKOSAMIDER OCH STREPTOGRAMINER;;
2427;J01DH51;imipeneemi ja silastatiini;imipenem och cilastatin;4;ED
2471;J01FA01;erytromysiini;erytromycin;1;g
2472;J01FA01;erytromysiini;erytromycin;2;g
2473;J01FA02;spiramysiini;spiramycin;3;g
2474;J01FA03;midekamysiini;midecamycin;1.2;g
2475;J01FG01;pristinamysiini;pristinamycin;2;g
2476;J01FA05;oleandomysiini;oleandomycin;1;g
2477;J01FA06;roksitromysiini;roxitromycin;0.3;g
2478;J01FA07;josamysiini;josamycin;2;g
2479;J01FA08;troleandomysiini;troleandomycin;1;g
2480;J01FA09;klaritromysiini;klaritromycin;0.5;g
2481;J01FA10;atsitromysiini;azitromycin;0.3;g
2482;J01FA11;miokamysiini;miocamycin;1.2;g
2483;J01FA12;rokitamysiini;rokitamycin;0.8;g
2484;J01FA13;diritromysiini;diritromycin;0.5;g
2485;J01FF;Linkosamidit;Linkosamider;;
2443;J01EC01;sulfametoksatsoli;sulfametoxazol;2;g
2487;J01FF02;linkomysiini;linkomycin;1.8;g
2488;J01FF02;linkomysiini;linkomycin;1.8;g
2489;J01G;AMINOGLYKOSIDIT;ANTIBAKTERIELLA AMINOGLYKOSIDER;;
2490;J01GA;Streptomysiinit;Streptomyciner;;
2491;J01GA01;streptomysiini;streptomycin;1;g
2492;J01GA02;streptoduosiini;streptoduocin;1;g
2493;J01GB;Muut aminoglykosidit;Övriga aminoglykosider;;
2494;J01GB01;tobramysiini;tobramycin;0.24;g
2495;J01GB03;gentamisiini;gentamicin;0.24;g
2496;J01GB04;kanamysiini;kanamycin;1;g
2497;J01GB05;neomysiini;neomycin;1;g
2498;J01GB06;amikasiini;amikacin;1;g
2499;J01GB07;netilmisiini;netilmicin;0.35;g
2500;J01GB08;sisomisiini;sisomicin;0.24;g
2501;J01GB09;dibekasiini;dibekacin;0.14;g
2502;J01GB10;ribostamysiini;ribostamycin;1;g
2458;J01EE;Sulfonamidien ja trimetopriimin yhdistelmävalmisteet, myös johdokset;Sulfonamider i kombination med trimetoprim, även derivat;;
2504;J01M;KINOLIINIJOHDOKSET;ANTIBAKTERIELLA KINOLONDERIVAT;;
2505;J01MA;Fluorokinolonit;Fluorokinoloner;;
2506;J01MA01;ofloksasiini;ofloxacin;0.4;g
2507;J01MA02;siprofloksasiini;ciprofloxacin;1;g
2508;J01MA02;siprofloksasiini;ciprofloxacin;0.8;g
2509;J01MA03;pefloksasiini;pefloxacin;0.8;g
2510;J01MA04;enoksasiini;enoxacin;0.8;g
2511;J01MA05;temafloksasiini;temafloxacin;0.8;g
2512;J01MA06;norfloksasiini;norfloxacin;0.8;g
2513;J01MA07;lomefloksasiini;lomefloxacin;0.4;g
2514;J01MA08;fleroksasiini;fleroxacin;0.4;g
2515;J01MA09;sparfloksasiini;sparfloxacin;0.2;g
2516;J01MA10;rufloksasiini;rufloxacin;0.2;g
2517;J01MB;Muut kinolonit;Övriga kinoloner;;
2518;J01MB01;rosoksasiini;rosoxacin;0.3;g
2519;J01R;BAKTEERILÄÄKKEIDEN YHDISTELMÄVALMISTEET;ANTIBAKTERIELLA MEDEL I KOMBINATIONER;;
2470;J01FA;Makrolidit;Makrolider;;
2521;J01RA01;penisilliinit ja muut bakteerilääkkeet;penicilliner och övriga baktermedel;;
2522;J01RA02;sulfonamidit ja muut bakteerilääkkeet, lukuun ottamatta trimetopriimia;sulfonamider och övriga baktermedel, utom trimetoprim;;
2523;J01RA03;kefuroksiimi ja metronidatsoli;cefuroxim och metronidazol;;
2524;J01X;MUUT BAKTEERILÄÄKKEET;ÖVRIGA ANTIBAKTERIELLA MEDEL;;
2525;J01XA;Peptidoglykaanibakteerilääkkeet;Antibakteriella glykopeptider;;
2526;J01XA01;vankomysiini;vankomycin;2;g
2527;J01XA02;teikoplaniini;teikoplanin;0.4;g
2528;J01XB;Polymyksiinit;Polymyxiner;;
2529;J01XB01;kolistiini;kolistin;3;MU
2530;J01XB02;polymyksiini;polymyxin;0.15;g
2531;J01XC;Steroidibakteerilääkkeet;Antibakteriella steroider;;
2532;J01XC01;fusidiinihappo;fusidinsyra;1.5;g
2533;J01XD;Imidatsolijohdokset;Imidazolderivat;;
2534;J01XD01;metronidatsoli;metronidazol;1.5;g
2535;J01XD02;tinidatsoli;tinidazol;1.5;g
2486;J01FF01;klindamysiini;klindamycin;1.2;g
2537;J01XX;Muut bakteerilääkkeet;Övriga antibakteriella medel;;
2538;J01XX01;fosfomysiini;fosfomycin;8;g
2539;J01XX02;ksibornoli;xibornol;;
2540;J01XX03;klofoktoli;klofoktol;1.5;g
2541;J01XX04;spektinomysiini;spektinomycin;3;g
2542;J02;SYSTEEMISET SIENILÄÄKKEET;ANTIMYKOTIKA FÖR SYSTEMISKT BRUK;;
2543;J02A;SYSTEEMISET SIENILÄÄKKEET;ANTIMYKOTIKA FÖR SYSTEMISKT BRUK;;
2544;J02AA;Antibiootit;Antibiotika;;
2545;J02AA01;amfoterisiini;amfotericin;35;mg
2546;J02AA02;hakimysiini;hakimycin;;
2547;J02AB;Imidatsolijohdokset;Imidazolderivat;;
2548;J02AB01;mikonatsoli;mikonazol;1;g
2549;J02AB02;ketokonatsoli;ketokonazol;0.2;g
2550;J02AC;Triatsolijohdokset;Triazolderivat;;
2551;J02AC01;flukonatsoli;flukonazol;0.2;g
2552;J02AC02;itrakonatsoli;itrakonazol;0.2;g
2503;J01GB11;isepamisiini;isepamisin;0.4;g
2520;J01RA;Bakteerilääkkeiden yhdistelmävalmisteet;Antibakteriella medel i kombinationer;;
2554;J02AX01;flusytosiini;flucytosin;10;g
2555;J04;MYKOBAKTEERILÄÄKKEET;MEDEL MOT MYKOBAKTERIER;;
2556;J04A;TUBERKULOOSILÄÄKKEET;TUBERKULOSMEDEL;;
2557;J04AA;Aminosalisyylihappo ja sen johdokset;Aminosalicylsyra och derivat;;
2558;J04AA01;aminosalisyylihappo;aminosalicylsyra;12;g
2559;J04AA02;natriumaminosalisylaatti;natriumaminosalicylat;14;g
2560;J04AA03;kalsiumaminosalisylaatti;kalciumaminosalicylat;15;g
2561;J04AB;Antibiootit;Antibiotika;;
2562;J04AB01;sykloseriini;cykloserin;0.75;g
2563;J04AB02;rifampisiini;rifampicin;0.6;g
2564;J04AB03;rifamysiini;rifamycin;0.6;g
2565;J04AB04;rifabutiini;rifabutin;0.15;g
2566;J04AB30;kapreomysiini;kapreomycin;1;g
2567;J04AC;Hydratsidit;Hydrazider;;
2568;J04AC01;isoniatsidi;isoniazid;0.3;g
2569;J04AC51;isoniatsidi, yhdistelmävalmisteet;isoniazid, kombinationer;;
2536;J01XD03;ornidatsoli;ornidazol;1;g
2571;J04AD01;protionamidi;protionamid;0.75;g
2572;J04AD02;tiokarlidi;tiokarlid;7;g
2573;J04AD03;etionamidi;etionamid;0.75;g
2574;J04AK;Muut tuberkuloosilääkkeet;Övriga tuberkulosmedel;;
2575;J04AK01;pyratsiiniamidi;pyrazinamid;1.5;g
2576;J04AK02;etambutoli;etambutol;1.2;g
2577;J04AK03;teritsidoni;terizidon;;
2578;J04AK04;morinamidi;morinamid;;
2579;J04AM;Tuberkuloosilääkkeiden yhdistelmävalmisteet;Kombinationer av tuberkulosmedel;;
2580;J04AM01;streptomysiini ja isoniatsidi;streptomycin och isoniazid;;
2581;J04AM02;rifampisiini ja isoniatsidi;rifampicin och isoniazid;;
2582;J04B;LEPRALÄÄKKEET;MEDEL MOT LEPRA;;
2583;J04BA;Lepralääkkeet;Medel mot lepra;;
2584;J04BA01;klofatsimiini;klofazimin;0.1;g
2585;J04BA02;dapsoni;dapson;50;mg
2586;J04BA03;aldesulfoninatrium;aldesulfonnatrium;0.33;g
2587;J05;SYSTEEMISET VIRUSLÄÄKKEET;VIRUSHÄMMANDE MEDEL FÖR SYSTEMISKT BRUK;;
2553;J02AX;Muut systeemiset sienilääkkeet;Övriga antimykotika för systemiskt bruk;;
2589;J05AA;Tiosemikarbatsonit;Tiosemikarbazoner;;
2590;J05AA01;metisatsoni;metisazon;;
2591;J05AB;Nukleosidit ja nukleotidit lukuun ottamatta käänteiskopioijan estäjiä;Nukleosider och nukleotider exkl. omvänd-transkriptas-hämmare;;
2592;J05AB01;asikloviiri;aciklovir;4;g
2593;J05AB02;idoksuridiini;idoxuridin;;
2594;J05AB03;vidarabiini;vidarabin;0.7;g
2595;J05AP01;ribaviriini;ribavirin;6;g
2596;J05AF01;tsidovudiini;zidovudin;0.6;g
2598;J05AB06;gansikloviiri;ganciklovir;0.5;g
2599;J05AB06;gansikloviiri;ganciklovir;3;g
2600;J05AF02;didanosiini;didanosin;0.4;g
2601;J05AF03;tsalsitabiini;zalcitabin;2.25;mg
2570;J04AD;Tiokarbamidijohdokset;Tiokarbamidderivat;;
2603;J05AF05;lamivudiini;lamivudin;0.3;g
2604;J05AB11;valasikloviiri;valaciklovir;3;g
2605;J05AB12;sidofoviiri;cidofovir;25;mg
2606;J05AC;Sykliset amiinit;Cykliska aminer;;
2607;J05AC02;rimantadiini;rimantadin;0.2;g
2608;J05AC03;tromantadiini;tromantadin;;
2609;J05AD;Fosfonihapon johdokset;Fosfonsyraderivat;;
2610;J05AD01;foskarnetti;foskarnet;6.5;g
2611;J05AD02;fosfonetti;fosfonet;;
2612;J05AE;Proteaasinestäjät;Proteashämmare;;
2613;J05AE01;sakinaviiri;sakvinavir;1.8;g
2614;J05AE02;indinaviiri;indinavir;2.4;g
2615;J05AE03;ritonaviiri;ritonavir;1.2;g
2616;J05AX;Muut viruslääkkeet;Övriga virushämmande medel;;
2617;J05AX01;moroksidiini;moroxydin;0.3;g
2588;J05A;VIRUKSEEN VAIKUTTAVAT LÄÄKEAINEET;MEDEL MED INVERKAN PÅ VIRUS;;
2619;J05AG01;nevirapiini;nevirapin;0.4;g
2620;J05AF04;stavudiini;stavudin;80;mg
2621;J05AX05;inosiinipranobeksi;inosin pranobex;3;g
2622;J06;IMMUNOSEERUMIT JA IMMUNOGLOBULIINIT;IMMUNSERA OCH IMMUNGLOBULINER;;
2623;J06A;IMMUNOSEERUMIT;IMMUNSERA;;
2624;J06AA;Immunoseerumit;Immunsera;;
2625;J06AA01;kurkkumätäantitoksiini;immunoserum mot difteri;;
2626;J06AA02;jäykkäkouristusantitoksiini;immunoserum mot stelkramp;;
2627;J06AA03;käärmeenmyrkkyantitoksiini;immunoserum mot ormgift;;
2628;J06AA04;botuliiniantitoksiini;immunoserum mot botulism;;
2629;J06AA05;kaasukuolioantitoksiini;immunoserum mot gasbrand;;
2630;J06AA06;rabiesantitoksiini;immunoserum mot rabies;;
2631;J06B;IMMUNOGLOBULIINIT;IMMUNGLOBULINER;;
2632;J06BA;Ihmisen normaali immunoglobuliini;Humant, normalt immunglobulin;;
2633;J06BA01;ihmisen normaali immunoglobuliini ekstravaskulaariseen käyttöön;humant, normalt immunglobulin för extravaskulärt bruk;;
2634;J06BA02;ihmisen normaali immunoglobuliini intravaskulaariseen käyttöön;humant, normalt immunglobulin för intravaskulärt bruk;;
2602;J05AB09;famsikloviiri;famciklovir;0.75;g
2636;J06BB01;anti-D-immunoglobuliini;anti-D immunglobulin;;
2637;J06BB02;tetanusimmunoglobuliini;immunglobulin mot stelkramp;;
2638;J06BB03;varicella zoster-immunoglobuliini;immunglobulin mot varicella zoster;;
2639;J06BB04;hepatiitti-B-immunoglobuliini;immunglobulin mot hepatit B;;
2640;J06BB05;rabiesimmunoglobuliini;immunglobulin mot rabies;;
2641;J06BB06;rubellaimmunoglobuliini;immunglobulin mot röda hund;;
2642;J06BB07;vacciniaimmunoglobuliini;immunglobulin mot vaccinia;;
2643;J06BB08;stafylokokki-immunoglobuliini;immunglobulin mot stafylokockinfektion;;
2644;J06BB09;sytomegalovirusimmunoglobuliini;immunglobulin mot cytomegalovirus;;
2645;J06BB10;difteriaimmunoglobuliini;immunglobulin mot difteria;;
2646;J06BB11;hepatiitti-A-immunoglobuliini;immunglobulin mot hepatit A;;
2647;J06BB12;puutiaisaivokuumeimmunoglobuliini;immunglobulin mot fästingburen encefalit;;
2648;J06BB13;hinkuyskä/pertussisimmunoglobuliini;immunglobulin mot kikhosta/pertussis;;
2649;J06BB14;tuhkarokko/morbilli -immunoglobuliini;immunglobulin mot mässling/morbilli;;
2618;J05AX02;lysotsyymi;lysozym;;
2651;J06BB30;yhdistelmävalmisteet;kombinationer;;
2652;J06BC;Muut immunoglobuliinit;Övriga immunglobuliner;;
2653;J06BC01;nebakumabi (sentoksiini);nebakumab M (centoxin);0.1;g
2654;J07;ROKOTTEET;VACCINER;;
2655;J07A;BAKTEERIROKOTTEET;VACCINER MOT BAKTERIELLA INFEKTIONER;;
2656;J07AC;Pernaruttorokotteet;Vaccin mot mjältbrand;;
2657;J07AC01;antraksantigeeni;antraxantigen;;
2658;J07AD;Bruselloosirokotteet;Vaccin mot brucellos;;
2659;J07AD01;brusella-antigeeni;brucella-antigen;;
2660;J07AE;Kolerarokotteet;Vaccin mot kolera;;
2661;J07AE01;inaktivoitu kolerarokote (koko solu);vaccin mot kolera, inaktiverat helcellsvaccin;;
2662;J07AE02;kolerarokote, elävä heikennetty;vaccin mot kolera, levande försvagat;;
2663;J07AE51;inaktivoitu kolera-lavantauti-rokote (koko solu);vaccin mot kolera och typhoid, inaktiverat helcellsvaccin;;
2664;J07AF;Kurkkumätärokotteet;Vaccin mot difteri;;
2665;J07AF01;difteriatoksoidi;difteritoxoid;;
2666;J07AG;Haemophilus influenzae b -rokotteet (Hib);Vaccin mot Haemophilus influenzae typ b;;
2667;J07AG01;haemophilus influenzae tyyppi b konjugaattirokote;vaccin mot Haemophilus influenzae typ b, konjugatvaccin;;
2635;J06BB;Spesifiset immunoglobuliinit;Specifika immunglobuliner;;
2669;J07AG52;haemophilus influenzae tyyppi b yhdistelmävalmisteena hinkuyskän ja toksoidien kanssa;vaccin mot Haemophilus influenzae typ b, kombinerad med pertussis och toxoider;;
2670;J07AH;Meningokokkirokotteet;Vaccin mot meningokockinfektioner;;
2671;J07AH01;meningokokki A polysakkaridi;meningokock A polysakkarid;;
2672;J07AH02;muut monovalentit meningokokkipolysakkaridit;övriga monovalenta meningokockpolysakkarider;;
2673;J07AH03;meningokokkipolysakkaridi A, C, bivalentti;meningokockpolysakkarid A, C, bivalent;;
2674;J07AH04;meningokokkipolysakkaridi A, C, Y, W-135, tetravalentti;meningokockpolysakkarid A, C, Y, W-135, tetravalent;;
2675;J07AH05;muut polyvalentit meningokokkipolysakkaridit;övriga polyvalenta meningokockpolysakkarider;;
2676;J07AH06;meningokokki B ulkomembraani vesikkeli;meningokock B yttremembran vesicle;;
2677;J07AJ;Hinkuyskärokotteet;Vaccin mot kikhosta;;
2678;J07AJ01;inaktivoitu hinkuyskärokote (koko solu);vaccin mot kikhosta, inaktiverat helcellsvaccin;;
2679;J07AJ02;hinkuyskärokote, puhdistettu antigeeni;vaccin mot kikhosta, renad antigen;;
2680;J07AJ51;inaktivoitu hinkuyskärokote yhdistelmävalmisteena toksoidien kanssa (koko solu);vaccin mot kikhosta, inaktiverat helcellsvaccin, kombinerat med toxoider;;
2681;J07AJ52;hinkuyskärokote yhdistelmävalmisteena toksoidien kanssa, puhdistettu antigeeni;vaccin mot kikhosta, komponentvaccin, kombinationer med toxoider;;
2682;J07AK;Ruttorokotteet;Vaccin mot pest;;
2683;J07AK01;inaktivoitu ruttorokote (koko solu);vaccin mot pest, inaktiverat helcellsvaccin;;
2650;J06BB15;sikotauti/parotiitti -immunoglobuliini;immunglobulin mot påssjuka/parotit;;
2685;J07AL01;pneumokokkipolysakkaridirokote;polysackaridvaccin mot pneumokockinfektioner;;
2686;J07AL02;pneumokokkikonjugaattirokote;konjugerat pneumokocksackarid vaccin;;
2687;J07AM;Jäykkäkouristusrokotteet;Vaccin mot stelkramp;;
2688;J07AM01;tetanustoksoidi;tetanustoxoid;;
2689;J07AM51;tetanus-difteriatoksoidirokote;stelkrampstoxoid, kombinationer med difteritoxoid;;
2690;J07AM52;jäykkäkouristustoksoidi yhdistelmävalmisteena tetanusimmunoglobuliinin kanssa;stelkrampstoxoid, kombinationer med Immunglobulin mot stelkramp;;
2691;J07AN;Tuberkuloosi/BCG-rokotteet;Tuberkulos/BCG-vacciner;;
2692;J07AN01;tuberkuloosirokote, elävä heikennetty;vaccin mot tuberkulos, levande försvagat;;
2693;J07AP;Lavantautirokotteet;Vaccin mot tyfoid;;
2694;J07AP01;oraalinen lavantautirokote, elävä heikennetty;vaccin mot tyfoid, oralt, levande försvagat;;
2695;J07AP02;inaktivoitu lavantautirokote (koko solu);vaccin mot tyfoid, inaktiverat helcellsvaccin;;
2696;J07AP03;lavantautipolysakkaridirokote;polysackaridvaccin mot typhoid;;
2697;J07AP10;inaktivoitu S. typhi-S. paratyphi -rokote (koko solu);vaccin mot tyfoid, kombinationer med paratyfus, inaktiverat helcellsvaccin;;
2698;J07AR;Pilkkukuumerokotteet;Vaccin mot fläcktyfus;;
2699;J07AR01;inaktivoitu pilkkukuumerokote (koko solu);vaccin mot fläcktyfus, inaktiverat helcellsvaccin;;
2700;J07AX;Muut bakteerirokotteet;Övriga vacciner mot bakteriella infektioner;;
2668;J07AG51;haemophilus influenzae tyyppi b yhdistelmävalmisteena toksoidien kanssa;vaccin mot Haemophilus influenzae typ b, kombinerad med toxoider;;
2702;J07BA;Enkefaliittirokotteet;Vaccin mot encefalit;;
2703;J07BA01;inaktivoitu puutiaisaivotulehdusrokote (koko virus);vaccin mot fästingburen encefalit, inaktiverat helvirusvaccin;;
2704;J07BA02;inaktivoitu Japanin aivotulehdus -rokote (koko virus);vaccin mot japansk encefalit, inaktiverat helvirusvaccin;;
2705;J07BB;Influenssarokotteet;Vaccin mot influensa;;
2706;J07BB01;inaktivoitu influenssarokote (koko virus);vaccin mot influensa, inaktiverat helvirusvaccin;;
2707;J07BB02;influenssarokote, puhdistettu antigeeni;vaccin mot influensa, renad antigen;;
2708;J07BC;Hepatiittirokotteet;Vaccin mot hepatit;;
2709;J07BC01;hepatiitti B, puhdistettu antigeeni;hepatit B, renad antigen;;
2710;J07BC02;inaktivoitu hepatiitti A -rokote (koko virus);vaccin mot hepatit A, inaktiverat helvirusvaccin;;
2711;J07BC20;yhdistelmävalmisteet;kombinationer;;
2712;J07BD;Tuhkarokkorokotteet;Vaccin mot mässling;;
2713;J07BD01;tuhkarokkorokote, elävä heikennetty virus;vaccin mot mässling, levande försvagat virus;;
2714;J07BD51;tuhkarokko-sikotautirokote, elävä heikennetty virus;vaccin mot mässling och påssjuka, levande försvagat virus;;
2715;J07BD52;tuhkarokko-sikotauti-vihurirokkorokote, elävä heikennetty virus;vaccin mot mässling, påssjuka och röda hund, levande försvagat virus;;
2716;J07BD53;tuhkarokko-vihurirokkorokote, elävä heikennetty virus;vaccin mot mässling och röda hund, levande försvagat virus;;
2717;J07BE;Sikotautirokotteet;Vaccin mot påssjuka;;
2718;J07BE01;sikotautirokote, elävä heikennetty virus;vaccin mot påssjuka, levande försvagat virus;;
2684;J07AL;Pneumokokkirokotteet;Vaccin mot pneumokockinfektioner;;
2720;J07BF01;oraalinen poliorokote, monovalentti, elävä heikennetty virus;vaccin mot polio, monovalent, levande försvagat virus, oral;;
2721;J07BF02;oraalinen poliorokote, trivalentti, elävä heikennetty virus;vaccin mot polio, trivalent, levande försvagat virus, oral;;
2722;J07BF03;inaktivoitu poliorokote, trivalentti (koko virus);vaccin mot polio, trivalent, inaktiverat helvirusvaccin;;
2723;J07BG;Vesikauhurokotteet;Vaccin mot rabies;;
2724;J07BG01;vesikauhurokote, inaktivoitu (koko virus);vaccin mot rabies, inaktiverat helvirusvaccin;;
2725;J07BH;Rotavirusrokotteet;Vaccin mot rotavirus;;
2726;J07BH01;rotavirus, elävä heikennetty virus;rotavirus, levande försvagat virus;;
2727;J07BJ;Vihurirokkorokotteet;Vaccin mot röda hund;;
2728;J07BJ01;vihurirokkorokote, elävä heikennetty virus;vaccin mot röda hund, levande försvagat virus;;
2729;J07BJ51;vihurirokko-sikotautirokote, elävä heikennetty virus;vaccin mot röda hund och påssjuka, försvagat virus;;
2730;J07BK;Vesirokkorokotteet;Vaccin mot vattenkopp;;
2731;J07BK01;vesirokkorokote, elävä heikennetty virus;vaccin mot vattenkopp, levande försvagat virus;;
2732;J07BL;Keltakuumerokotteet;Vaccin mot gula febern;;
2733;J07BL01;keltakuumerokote, elävä heikennetty virus;vaccin mot gula febern, levande försvagat virus;;
2734;J07BX;Muut virusrokotteet;Övriga vacciner mot virusinfektioner;;
2735;J07C;BAKTEERI- JA VIRUSROKOTTEET YHDISTELMÄVALMISTEINA;VACCINER MOT BAKTERIELLA INFEKTIONER I KOMBINATION MED VACCINER MOT VIRUSINFEKTIONER;;
2701;J07B;VIRUSROKOTTEET;VACCINER MOT VIRUSINFEKTIONER;;
2807;L01DA;Aktinomysiinit;Aktinomyciner;;
2808;L01DA01;daktinomysiini;daktinomycin;;
2809;L01DB;Antrasykliinit ja vastaavat aineet;Antracykliner och närbesläktade substanser;;
2810;L01DB01;doksorubisiini;doxorubicin;;
2811;L01DB02;daunorubisiini;daunorubicin;;
2812;L01DB03;epirubisiini;epirubicin;;
2813;L01DB04;aklarubisiini;aklarubicin;;
2814;L01DB05;tsorubisiini;zorubicin;;
2815;L01DB06;idarubisiini;idarubicin;;
2816;L01DB07;mitoksantroni;mitoxantron;;
2817;L01DB08;pirarubisiini;pirarubicin;;
2818;L01DC;Muut sytotoksiset antibiootit;Övriga cytotoxiska antibiotika;;
2819;L01DC01;bleomysiini;bleomycin;;
2719;J07BF;Poliorokotteet;Vaccin mot polio;;
2737;J07CA01;kurkkumätä-, polio-, jäykkäkouristusrokote;vaccin mot difteri, polio och stelkramp;;
2738;J07CA02;kurkkumätä-, hinkuyskä-, polio-, jäykkäkouristusrokote;vaccin mot difteri, kikhosta, polio och stelkramp;;
2739;J07CA03;kurkkumätä-, vihurirokko-, jäykkäkouristusrokote;vaccin mot difteri, röda hund och stelkramp;;
2740;J07CA04;haemophilus influenzae tyyppi b -, poliorokote;vaccin mot Haemophilus influenzae typ b och polio;;
2741;J07CA05;kurkkumätä-, hepatiitti B -, hinkuyskä-, jäykkäkouristusrokote;vaccin mot difteri, hepatit B, kikhosta och stelkramp;;
2742;J07X;MUUT ROKOTTEET;ÖVRIGA VACCINER;;
2743;L;SYÖPÄLÄÄKKEET JA IMMUUNIVASTEEN MUUNTAJAT;TUMÖRER OCH RUBBNINGAR I IMMUNSYSTEMET;;
2744;L01;ANTINEOPLASTISET LÄÄKEAINEET;ANTINEOPLASTISKA MEDEL;;
2745;L01A;ALKYLOIVAT LÄÄKEAINEET;ALKYLERANDE MEDEL;;
2746;L01AA;Typpisinappikaasujohdokset;Kvävesenapsgasanaloger;;
2747;L01AA01;syklofosfamidi;cyklofosfamid;;
2748;L01AA02;klorambusiili;klorambucil;;
2749;L01AA03;melfalaani;melfalan;;
2750;L01AA05;kloorimetiini;klormetin;;
2751;L01AA06;ifosfamidi;ifosfamid;;
2736;J07CA;Bakteeri- ja virusrokotteet yhdistelmävalmisteina;Vacciner mot bakteriella infektioner i kombination med vacciner mot virusinfektioner;;
2772;L01AX;Muut alkyloivat aineet;Övriga alkylerande medel;;
2773;L01AX01;mitopronitoli;mitopronitol;;
2774;L01AX02;pipobromaani;pipobroman;;
2775;L01B;ANTIMETABOLIITIT;ANTIMETABOLITER;;
2776;L01BA;Foolihappoanalogit;Folsyraanaloger;;
2777;L01BA01;metotreksaatti;metotrexat;;
2779;L01BA03;raltitreksedi;raltitrexed;;
2780;L01BB;Puriinianalogit;Purinanaloger;;
2781;L01BB02;merkaptopuriini;merkaptopurin;;
2782;L01BB03;tioguaniini;tioguanin;;
2783;L01BB04;kladribiini;kladribin;;
2784;L01BB05;fludarabiini;fludarabin;;
2785;L01BC;Pyrimidiinianalogit;Pyrimidinanaloger;;
2786;L01BC01;sytarabiini;cytarabin;;
2787;L01BC02;fluorourasiili;fluorouracil;;
2788;L01BC03;tegafuuri;tegafur;;
2789;L01BC04;karmofuuri;carmofur;;
