vnr	ATC	valmiste	vahvuus	vahvuus_num	pkoko	pkoko_num
57349	H01CB02	SANDOSTATIN	100 MIKROG/ML	100	5 X 1 ML	5
57382	C02AC05	MOXONIDIN MYLAN	"0,2 MG"	0.2	98 FOL	98
57455	H01CB02	SANDOSTATIN	50 MIKROG/ML	50	5 X 1 ML	5
57456	C08CA13	LERCANIDIPIN HYDROCHLORID ACTAVIS	10 MG	10	28 FOL	28
57458	B02BD02	ADVATE	3000 IU	3000	3000 IU + 5 ml	1
57467	C08CA13	LERCANIDIPIN HYDROCHLORID ACTAVIS	10 MG	10	98 FOL	98
57478	C08CA13	LERCANIDIPIN HYDROCHLORID ACTAVIS	20 MG	20	28 FOL	28
57481	C09DX01	AMLODIPINE/VALSARTAN/HYDROCHLOROTHIAZIDE STADA	10 mg / 320 mg / 25 mg		28	28
57490	C08CA13	LERCANIDIPIN HYDROCHLORID ACTAVIS	20 MG	20	98 FOL	98
57504	N01BB09	ROPIVACAINE B. BRAUN	7.5 mg/ml	7.5	20 x 10 ml	20
57505	N04AA02	IPSATOL	2 MG	2	30	30
57527	N06AB10	ESCITALOPRAM RATIOPHARM	5 MG	5	100 FOL	100
57528	L04AA06	MYCOPHENOLATE MOFETIL ORION	500 MG	500	50 FOL	50
57544	L04AD02	ADVAGRAF	5 mg	5	50	50
57556	L02BX03	ZYTIGA	250 MG	250	120 KPL	120
57562	N04AA02	IPSATOL	2 MG	2	100	100
57570	N04AA02	IPSATOL	5MG/ML	5	5X1ML	5
57653	R03BA01	BECOTIDE	0.1MG	0.1	100 KAPS	100
57657	N06AB10	ESCITALOPRAM RATIOPHARM	10 MG	10	56 FOL	56
57677	N05BA12	ALPRAZOLAM KRKA	"0,5 MG"	0.5	100 FOL	100
57714	V08AB10	IOMERON	300 mg I/ml	300	10 x 150 ml	10
57729	J01DD04	ROCEPHALIN CUM LIDOCAIN	1 g	1	5 x (1 g + 3.5 ml)	5
57882	N03AG01	VALPROAT LIFE MEDICAL	100 mg/ml	100	5 x 4 ml	5
57893	R05CB15	ERDOPECT	300 mg	300	60	60
57932	R06AE07	CETIMAX	10 MG	10	100 FOL	100
57978	N07BA03	CHAMPIX	0.5 mg + 1 mg		11 + 14	1
57979	L01BC59	LONSURF	15 mg / 6.14 mg		20	20
57987	N07BA03	CHAMPIX	1 mg	1	28	28
57992	R03BA01	BECOTIDE	0.2MG	0.2	100 KAPS	100
57996	N07BA03	CHAMPIX	1 mg	1	56	56
58010	H02AB02	ORADEXON	5 mg/ml	5	10 x 1 ml	10
58014	N07BA03	CHAMPIX	1 MG	1	112 FOL	112
58164	A03BB01	BUSCOPAN	20 mg/ml	20	5 x 1 ml	5
58207	H01CB05	SIGNIFOR	40 mg	40	1	1
58214	R01AD01	BECLONASAL EASYHALER	100MIKROG/DOS	100	200 DOS	200
58222	C01CA01	EFFORTIL	10 mg/ml	10	5 x 1 ml	5
58253	M01AH05	ETORICOXIB MYLAN	90 mg	90	98	98
58261	L01XE11	VOTRIENT	400 MG	400	60 KPL	60
58329	C09AA04	PERINDOPRIL RANBAXY	8 MG	8	30 FOL	30
58347	J04AB02	RIFARM	450MG	450	30	30
58370	J04AB02	RIFARM	450MG	450	100	100
58388	J04AB02	RIFARM	600MG	600	30	30
58420	J04AB02	RIFARM	600MG	600	100	100
58453	R05DB03	SILOMAT	40MG	40	100	100
58471	N03AX14	LEVETIRACETAM SANDOZ	500 mg	500	100	100
58515	J05AF10	BARACLUDE	0.05 mg/ml	0.05	210 ml	210
58545	G03FB08	FEMOSTON 2/10	2/10		3 X 28 FOL	84
58552	S01BA04	PRED FORTE	10MG/ML	10	5ML	5
58555	B05XA31	NUTRYELT			10	10
58560	R01AD01	BECLONASAL EASYHALER	100MIKROG/DOS	100	200 DOS	200
58609	N05AX13	XEPLION	50 MG	50	1 KPL	1
58622	B05BA03	GLUCOS BAXTER VIAFLO	50 mg/ml	50	30 x 250 ml	30
58628	G03FB08	FEMOSTON 2/20	2/20		3X28 FOL	84
58644	M09AX01	ARTZAL	10MG/ML	10	3X2.5ML	7.5
58651	N06AB08	FEVARIN	100 MG	100	90 FOL	90
58658	J01CR05	PIPERACILLIN/TAZOBACTAM STRAGEN	4 g / 0.5 g		10 x 4 g / 0.5 g	10
58677	C07AA05	REDUCOR	80 MG	80	100	100
58701	B05AA06	GELOFUSINE	40 mg/ml	40	20 x 500 ml	20
58735	C03CA01	LASIX RETARD	30 MG	30	100	100
58768	C03CA01	LASIX RETARD	60 MG	60	100	100
58790	D11AX22	SOOLANTRA	10 mg/g	10	60 g	60
58891	R01BA01	RINEXIN	2.5MG/ML	2.5	250ML	250
58944	C07AB03	ATENBLOCK	100 mg	100	98	98
58966	J01DC02	ZINACEF	250 mg	250	5 x 250 mg	5
58969	D10BA01	ISOTRETINOIN ALTERNOVA	20 MG	20	60 FOL	60
58974	N06AX03	TOLVON	30 MG	30	100 FOL	100
59012	A06AH03	MOVENTIG	25 mg	25	30 x 1	30
59030	J01DC02	ZINACEF	1.5 g	1.5	1.5 g	1
59048	J01DC02	ZINACEF	1.5 g	1.5	1.5 g	1
59052	L01BB06	CLOFARABINE AVANSOR	1 mg/ml	1	20 ml	20
59059	N06DA04	GALANTAMIN STADA	16 MG	16	84 FOL	84
59139	M03BA52	SOMADRIL COMP			50	50
59147	R03AC12	SEREVENT ROTADISK	50MIKROG/DOS	50	60 DOS	60
59205	N06AX12	VOXRA	150 MG	150	90 (3X30)	90
59216	N06AX12	VOXRA	300 MG	300	90 KPL	90
59273	A10BA02	METFORMIN MYLAN	500 MG	500	100 FOL	100
59302	L03AA02	RATIOGRASTIM	30 MIU	30	5 x 0.5 ml	5
59307	A10BA02	METFORMIN MYLAN	850 MG	850	100 FOL	100
59353	L04AB06	SIMPONI	"50 MG/0,5 ML"	50	"0,5 ML"	1
59364	L04AB06	SIMPONI	"50 MG/0,5 ML"	50	"0,5 ML"	1
59378	R03AC02	VENTOLINE	5 MG/ML	5	20 ML	20
59406	R06AE09	XYZAL	0.5 mg/ml	0.5	200 ml	200
59469	D07BB04	DUOCORT	1/10 MG/G		20 G	20
59551	G04CA01	ALFUZOSIN HYDROCHLORIDE SANDOZ	10 MG	10	30 FOL	30
59560	G04CA01	ALFUZOSIN HYDROCHLORIDE SANDOZ	10 MG	10	90 FOL	90
59566	N03AX15	ZONEGRAN	50 mg	50	56	56
59568	D07BB04	DUOCORT	1/10 MG/G		50 G	50
59569	L02AE02	ELIGARD	45 MG	45	1	1
59623	C07AG02	CARVEDILOL HEXAL	"6,25 MG"	6.25	30 FOL	30
59632	C07AG02	CARVEDILOL HEXAL	"6,25 MG"	6.25	100 FOL	100
59641	C07AG02	CARVEDILOL HEXAL	"12,5 MG"	12.5	30 FOL	30
59644	J02AX06	ECALTA	100 mg	100	100 mg	1
59650	C07AG02	CARVEDILOL HEXAL	"12,5 MG"	12.5	100 FOL	100
59659	J07CA06	INFANRIX-POLIO+HIB			10 x (I + II)	1
59660	C07AG02	CARVEDILOL HEXAL	25 MG	25	30 FOL	30
59669	C07AG02	CARVEDILOL HEXAL	25 MG	25	100 FOL	100
59672	R03DC03	MONTELUKAST ORION	4 MG	4	28 FOL	28
59687	J05AR03	TRUVADA	200 mg / 245 mg		30	30
59722	N06AB04	CITALOPRAM VITABALANS	40 MG	40	100 FOL	100
59725	M09AX01	ARTZAL	10MG/ML	10	5X2.5ML	12.5
59753	H02AB08	TRICA	20 mg/ml	20	1 ml	1
59756	N03AF04	ZEBINIX	800 MG	800	30 FOL	30
59757	L04AD02	ADPORT	2 mg	2	50	50
59777	B05BA10	OLIMEL N12			6 x 1000 ml	6
59779	A10BA02	METFORMIN PFIZER	1000 MG	1000	100 FOL	100
59786	L01XC06	ERBITUX	5 mg/ml	5	20 ml	20
59790	R01AD05	RHINOCORT AQUA	100MIKROG/DOS	100	10ML/200 DOS	200
59793	C09AA05	RAMIPRIL HEXAL	5 mg	5	100	100
59795	C10AA05	ATORVARATIO	40 MG	40	100 FOL	100
59819	N05AH04	QUETIAPIN KRKA	300 mg	300	60	60
59844	L04AX03	INJEXATE	50 mg/ml	50	0.15 ml	0.15
59851	V04CX	ARIDOL			1	1
59870	L04AD02	ADVAGRAF	3 MG	3	50 FOL	50
59873	L03AB07	REBIF	44 MIKROG	44	12	12
59882	L04AD02	MODIGRAF	0.2 mg	0.2	50	50
59892	N05CD08	BUCCOLAM	5 MG	5	4 X 1 ML	4
59924	M01AX05	ARTHRYL	750 MG	750	60	60
59933	M01AX05	ARTHRYL	750 MG	750	180	180
59938	L04AD02	MODIGRAF	1 mg	1	50	50
59942	C10AA01	SIMVASTATIN ORION	10 MG	10	28	28
59951	C10AA01	SIMVASTATIN ORION	10 MG	10	98	98
59956	D07BB04	DUOCORT	1/10 MG/G		100 G	100
59960	C10AA01	SIMVASTATIN ORION	20 MG	20	28	28
59969	C10AA01	SIMVASTATIN ORION	20 MG	20	98	98
59975	V08AB10	IOMERON	400 mg I/ml	400	10 x 150 ml	10
59978	C10AA01	SIMVASTATIN ORION	40 MG	40	28	28
59987	C10AA01	SIMVASTATIN ORION	40 MG	40	98	98
59996	C10AA01	SIMVASTATIN ORION	80 MG	80	28 FOL	28
60005	C10AA01	SIMVASTATIN ORION	80 MG	80	98 FOL	98
60024	J06BB16	SYNAGIS	100 mg/ml	100	0.5 ml	0.5
60057	R03DC03	AIRATHON	5 mg	5	28	28
60114	N02AB03	FENTANYL RATIOPHARM	25 MIKROG/H	0.6	5	5
60123	N02AB03	FENTANYL RATIOPHARM	50 MIKROG/H	1.2	5	5
60132	N02AB03	FENTANYL RATIOPHARM	75 MIKROG/H	1.8	5	5
60141	N02AB03	FENTANYL RATIOPHARM	100 MIKROG/H	2.4	5	5
60152	R01AC01	GLINOR	2.8MG/DOS	2.8	15ML/100DOS	100
60164	R06AE09	LEVOCETIRIZINE SANDOZ	5 MG	5	100 FOL	100
60206	G04CA53	URIZIA	6 mg / 0.4 mg		90	90
60495	A10BA02	METFORMIN MYLAN	1000 MG	1000	100 FOL	100
60517	J05AB01	ZOVIRAX			5 x 250 mg	5
60523	A04AA01	ONDANSETRON FRESENIUS KABI	2 mg/ml	2	5 x 2 ml	5
60524	L01XE10	EVEROLIMUS AVANSOR	5 mg	5	30	30
60532	A04AA01	ONDANSETRON FRESENIUS KABI	2 mg/ml	2	5 x 4 ml	5
60560	V03AC03	EXJADE	500 MG	500	84 FOL	84
60569	V03AC03	EXJADE	250 MG	250	84 FOL	84
60582	P01AB01	ELYZOL	500MG	500	14	14
60642	V07AB	NATRIUMKLORID BRAUN	9 mg/ml	9	20 x 5 ml	20
60651	V07AB	NATRIUMKLORID BRAUN	9 MG/ML	9	20 X 10 ML	20
60660	V07AB	NATRIUMKLORID BRAUN	9 mg/ml	9	20 x 20 ml	20
60669	B05XA03	NATRIUMKLORID BRAUN	234 mg/ml	234	20 x 20 ml	20
60695	A03FA01	PRIMPERAN	5 mg/ml	5	12 x 2 ml	12
60733	B05XA01	KALIUMKLORID BRAUN	150 mg/ml	150	20 x 20 ml	20
60750	N02AX02	DOLATRAMYL	100 mg	100	100	100
60753	L01DB06	ZAVEDOS			5 mg	1
60812	L04AB05	CIMZIA	200 MG	200	2 X 1 ML	2
60814	R05CB01	FABROL	200MG	200	90	90
60830	N06AA04	ANAFRANIL RETARD	75MG	75	20 FOL	20
60848	N06AA04	ANAFRANIL RETARD	75 MG	75	100 FOL	100
60863	C01DA14	ISMOX	40 MG		30	30
60871	C01DA14	ISMOX	40 MG	40	100	100
60885	C07AB14	RAPIBLOC	300 mg	300	1	1
60889	C01DA14	ISMOX	20 MG	20	30	30
60897	C01DA14	ISMOX	20 MG	20	100	100
60905	C01DA02	NITROMEX	0.5MG	0.5	4X30	120
60913	C01DA02	NITROMEX	0.25MG	0.25	4X30	120
60924	G03AA10	GESTINYL	20 mikrog / 75 mikrog		3 x 21	63
60939	J05AB01	ACYRAX	40MG/ML	40	125ML	125
60951	G03AA10	GESTINYL	30 mikrog / 75 mikrog		3 x 21	63
60953	N05BA12	ALPROX	"0,5 MG"	0.5	100 KPL	100
60988	J05AB01	ACYRAX	200 MG	200	25	25
60992	C09CA08	OLMESARTAN MEDOXOMIL KRKA	40 mg	40	98	98
61069	J05AB01	ACYRAX	400 MG	400	70	70
61092	J05AX09	CELSENTRI	300 mg	300	60	60
61093	J05AB01	ACYRAX	800 MG	800	35	35
61112	L04AA31	AUBAGIO	14 MG	14	28 FOL	28
61150	D10AE01	BASIRON AC	0.1	0.01	40 g	40
61162	C09DA03	VALSARTAN/HYDROCHLOROTHIAZIDE SANDOZ	80 mg / 12.5 mg		28	28
61184	B05BA03	GLUCOS B. BRAUN	50 mg/ml	50	10 x 500 ml	10
61196	J01FA10	AZITHROMYCIN TEVA	250 MG	250	6 FOL	6
61205	J01FA10	AZITHROMYCIN TEVA	500 MG	500	3 FOL	3
61234	B05BA03	GLUCOS B. BRAUN	50 mg/ml	50	10 x 1000 ml	10
61275	S01ED02	BETOPTIC S	"2,5 MG/ML"	2.5	"60 X 0,25 ML"	15
61293	N05AX12	ARIPIPRAZOLE RATIOPHARM	10 MG	10	28 FOL	28
61325	A10BX01	GUAREM		1	500 G	500
61388	C10AA05	LIPISTAD	10 MG	10	100 FOL	100
61408	C09AA02	ENALOC	10MG	10	30	30
61457	C09AA02	ENALOC	10MG	10	100	100
61465	M02AA07	FELDEN	"0,5 %"	0.5	50 G	50
61467	C09CA06	CANDEXETIL	4 MG	4	98 FOL	98
61481	G03CX01	LIVIAL	"2,5 MG"	2.5	3 X 28 FOL	84
61527	C10AA05	LIPITOR	10 MG	10	30 FOL	30
61528	J01GB01	TOBI	300 mg / 5 ml		56 x 5 ml	1
61538	C10AA05	LIPITOR	20 MG	20	30 FOL	30
61550	C10AA05	LIPITOR	40 MG	40	30 FOL	30
61561	C10AA05	LIPITOR	80 MG	80	100 FOL	100
61573	C10AA05	LIPITOR	80 MG	80	30 FOL	30
61584	C10AA05	LIPITOR	10 MG	10	100 FOL	100
61595	C10AA05	LIPITOR	20 MG	20	100 FOL	100
61607	C10AA05	LIPITOR	40 MG	40	100 FOL	100
61608	L01BC05	GEMCITABIN SUN	10 mg/ml	10	180 ml	180
61644	G04BE03	SILDENAFIL ASPEN	100 MG	100	12 FOL	12
61670	L02BG06	XEMESTAN	25 MG	25	100 FOL	100
61677	N06AX11	MIRTAZAPIN ACTAVIS	45 mg	45	30	30
61715	L01XE09	TORISEL	30 mg	30	30 mg	1
61740	L01XX19	IRINOTECAN ACCORD	20 mg/ml	20	25 ml	25
61749	C10AX09	EZETIMIBE RATIOPHARM	10 mg	10	28	28
61775	A06AH03	MOVENTIG	25 mg	25	30	30
61828	C09BB02	ENALAPRIL/LERCANIDIPINE KRKA	10/10 MG		98 FOL	98
61920	N06AX12	BUPROPION SANDOZ	150 mg	150	90	90
61937	L04AD01	SANDIMMUN	50 mg/ml	50	10 x 1 ml	10
61951	S01ED51	COSOPT	20 MG/ML+5 MG/ML		"60 X 0,2 ML"	12
61958	N05AH04	QUETIAPIN ACTAVIS	300 MG	300	100 FOL	100
61961	J01XX09	CUBICIN	350 mg	350	350 mg	1
61970	J01XX09	CUBICIN	500 mg	500	500 mg	1
61997	C02AC01	CATAPRESAN	150 mikrog/ml  	150	5 x 1 ml	5
62002	H01BA04	STEMFLOVA	1 mg	1	5 x (1 mg + 5 ml)	5
62018	A07EA01	PREDNIMENT	0.25MG/ML	0.25	10X100ML	1000
62137	M03BX02	TIZANIDIN ORION	2 MG	2	30 FOL	30
62148	M03BX02	TIZANIDIN ORION	2 MG	2	100 FOL	100
62159	M03BX02	TIZANIDIN ORION	4 MG	4	30 FOL	30
62171	M03BX02	TIZANIDIN ORION	4 MG	4	100 FOL	100
62183	L02BB03	SKYLUTAMIDE	50 MG	50	30 FOL	30
62202	N06DX01	MEMANTINE MERZ	10 MG	10	30 FOL	30
62307	B05DA	DIANEAL PD4 MED GLUCOS (ALENNETTU HINTA)	13.6MG/ML	13.6	4X2L	4
62314	M05BB03	FOSASTAD	70 mg / 5600 IU	70	4	4
62315	B05DA	DIANEAL PD4 MED GLUCOS (ALENNETTU HINTA)	22.7MG/ML	22.7	4X2L	4
62331	B05DA	DIANEAL PD4 MED GLUCOS (ALENNETTU HINTA)	38.6MG/ML	38.6	4X2L	4
62343	A10BD04	AVAGLIM	4MG/4MG		28 FOL	28
62361	A10BD04	AVAGLIM	4MG/4MG		112 FOL	112
62410	N04BC05	SIFROL	"3,15 MG"	3.15	100 FOL	100
62422	V08CA02	DOTAREM	279.3 mg/ml	279.3	15 ml	15
62455	B05DA	DIANEAL PD4 GLUCOSE	"13,6 MG/ML"	13.6	2 X 5 L	2
62461	N01BB58	SEPTOCAINE	40 mg/ml + 5 mikrog/ml		4 x 50 x 1.7 ml	4
62463	A04AD01	SCOPODERM	1MG/72T	1	10	10
62470	N01BB58	SEPTOCAINE	40 mg/ml + 5 mikrog/ml		8 x 50 x 1.7 ml	8
62471	C01DA02	TRANSIDERM-NITRO	5 MG/24 H	5	100	100
62507	J07BM02	CERVARIX			10 x 0.5 ml	10
62513	V08CA02	DOTAREM	279.3 mg/ml	279.3	20 ml	20
62525	N03AX11	TOPIMAX	100 MG	100	60 FOL	60
62535	J01FA10	AZITHROMYCIN MYLAN	40 MG/ML	40	15 ML	15
62538	C01CA01	EFFORTIL	10 mg/ml	10	5 x 1 ml	5
62546	J01FA10	AZITHROMYCIN MYLAN	40 MG/ML	40	"22,5 ML"	22.5
62554	B05DA	DIANEAL PD4 GLUCOSE	"22,7 MG/ML"	22.7	2 X 5 L	2
62562	B05DB	DIANEAL PD4 GLUCOSE	"38,6 MG/ML"	38.6	2 X 5 L	2
62564	V03AF01	UROMITEXAN	400 mg	400	10	10
62575	J05AP08	SOVALDI	400 mg	400	28	28
62661	L04AX03	METHOTREXATE W-L	25 MG/ML	25	1 ML	1
62806	G04BD09	SPASMO-LYT DEPOT	60 MG	60	30 FOL	30
62812	A07EC02	ASACOL	800 MG	800	180 FOL	180
62849	B05DA	"BICAVERA 1,5 % GLUKOOSI, 1,75 MMOL/L KAL"			4 X 2000 ML	4
62879	C08CA13	ZANIDIP	10 MG	10	100 FOL	100
62935	G03AA10	HARMONET	75 mikrog / 20 mikrog		3 x 21	63
62960	L04AX03	METOJECT	10 MG/ML	10	"0,75 ML"	0.75
63027	S01JA51	OFTAN FLUREKAIN	1.25 mg/ml + 3 mg/ml		5 ml	1
63028	N05AX12	ARIPIPRAZOLE SANDOZ	15 mg	15	98 x 1	98
63056	A10BH03	ONGLYZA	5 MG	5	28 FOL	28
63057	J05AB09	FAMVIR	125 MG	125	10	10
63067	A10BH03	ONGLYZA	5 MG	5	98 FOL	98
63157	G04BD08	SOLIFENACIN SANDOZ	10 mg	10	100	100
63181	N06AX16	VENLAFAXINE BLUEFISH	75 MG	75	30 FOL	30
63187	L04AB02	REMICADE	100 mg	100	3 x 100 mg	3
63195	M01AH05	ETORICOXIB MYLAN	60 mg	60	98	98
63196	J07BK02	ZOSTAVAX			1	1
63219	A06AC01	VI-SIBLIN	610 MG/G	610	1000 G	1000
63224	M01AE01	IBUMAX	800 MG	800	10	10
63230	N02CC01	IMIGRAN	12MG/ML	12	2X0.5ML	1
63233	M01AE01	IBUMAX	800 MG	800	30	30
63242	M01AE01	IBUMAX	800 MG	800	100	100
63255	N05AH02	CLOZAPINE ACTAVIS	100 MG	100	100 FOL	100
63302	C07AB02	METOPROLOL KRKA	47.5 mg	47.5	30	30
63306	C10AA01	SIMVASTATIN RANBAXY	10 MG	10	100 FOL	100
63321	N02CC01	IMIGRAN	100MG	100	2 FOL	2
63324	C10AA01	SIMVASTATIN RANBAXY	20 MG	20	100 FOL	100
63339	N02CC01	IMIGRAN	100MG	100	6 FOL	6
63342	C10AA01	SIMVASTATIN RANBAXY	40 MG	40	100 FOL	100
63375	C08CA01	AMLODIPIN SANDOZ	5 MG	5	100 KPL	100
63453	J01CA04	FLEMOXIN SOLUTAB	750MG	750	14 FOL	14
63519	N05AX12	ARIPIPRAZOL STADA	1 mg/ml	1	150 ml	150
63574	L01XY01	VYXEOS	44 mg / 100 mg		44 mg / 100 mg	1
63586	R06AX13	CLARITYN	10MG	10	30 FOL	30
63628	A06AD11	DUPHALAC	950MG/G	950	500G	500
63637	L04AX03	EBETREX	10 MG/ML	10	"0,75 ML"	0.75
63644	L02BA01	TAMOFEN	20 MG	20	30 FOL	30
63651	L02BA01	TAMOFEN	20 MG	20	100 FOL	100
63669	R05DA09	LAGUN	25MG	25	30	30
63671	L04AX03	EBETREX	10 MG/ML	10	1 ML	1
63677	R05DA09	LAGUN	25MG	25	100	100
63685	J01XX05	HIPEKSAL	1G	1	100	100
63693	N05BA01	MEDIPAM	2MG	2	100 FOL	100
63701	N05BA01	MEDIPAM	5 MG	5	100 FOL	100
63705	L04AX03	EBETREX	10 MG/ML	10	"1,5 ML"	1.5
63719	N05BA01	MEDIPAM	10 MG	10	100 FOL	100
63752	J05AR10	KALETRA	200 mg / 50 mg		120	120
63800	R01AD01	BECLONASAL FORTE	100MIKROG/DOS	100	200 DOS	200
63818	J06BB01	RHESONATIV	625 IU/ml	625	2 ml	2
63820	G04BE08	CIALIS	5 mg	5	84	84
63826	R05DA20	REDOL COMP			200ML	200
63834	R05DA20	REDOL COMP			500ML	500
63874	L02BB03	BICALUTAMID ORION	150 MG	150	30 FOL	30
63883	B02BD02	AMOFIL	500IU	500	1+SOL	1
63891	B02BD02	AMOFIL	1000IU	1000	1+SOL	1
63897	N05AX12	ABILIFY MAINTENA	400 MG	400	1 PAKKAUS	1
63926	L04AC07	ROACTEMRA	162 MG	162	4 X 1 KPL	4
63931	N04BC05	OPRYMEA	0.35 mg	0.35	30	30
63940	N05CD08	BUCCOLAM	"2,5 MG"	2.5	"4 X 0,5 ML"	4
64015	L02AE03	ZOLADEX	10.8 mg	10.8	1	1
64022	N02AE01	TEMGESIC	0.3MG/ML	0.3	5X1ML	5
64023	B02BD02	ADVATE	1000 IU	1000	1000 IU+5 ML	0
64053	N03AX22	FYCOMPA	10 mg	10	28	28
64056	B02BD02	ADVATE	3000 IU	3000	3000 IU+5 ML	1
64147	C01DA02	TRANSIDERM-NITRO	10 MG/24 H	10	30	30
64181	N02AJ06	ALTERMOL	500/30 MG		100 FOL	100
64270	B01AC04	CLOPIDOGREL KRKA	75 MG	75	28 FOL	28
64281	B01AC04	CLOPIDOGREL KRKA	75 MG	75	100 FOL	100
64324	A02BA02	RANISAN	150 MG	150	20 FOL	20
64366	N04BA03	PENTIRO	"175/43,75/200 MG"	175	100 KPL	100
64394	L01DC03	MUTAMYCIN	20MG	20	1	1
64436	N05AD03	MELPAX	100 MG	100	100	100
64477	N05AD03	MELPAX	10 MG	10	100	100
64488	G03BA03	TOSTRAN	0.02	0.02	60 G	60
64493	N05AD03	MELPAX	25 MG	25	100	100
64519	N05AD03	MELPAX	50 MG	50	100	100
64520	G04BE03	SILDENAFIL ACTAVIS	100 MG	100	12 FOL	12
64547	G03AC01	MINI-PILL	0.35 mg	0.35	3 x 28	84
64570	L01XX17	HYCAMTIN	1 MG	1	10 FOL	10
64596	A16AB08	NAGLAZYME	1 mg/ml	1	5 ml	5
64659	S01ED01	BLOCANOL	"2,5 MG/ML"	2.5	5 ML	5
64667	S01ED01	BLOCANOL	5 MG/ML	5	5 ML	5
64677	B01AC04	CLOPIDOGREL MYLAN	75 MG	75	28 FOL	28
64698	J01CR05	PIPERACILLIN/TAZOBACTAM REIG JOFRE	4 g / 0.5 g		10 x 4 g / 0.5 g	10
64699	B01AC04	CLOPIDOGREL MYLAN	75 MG	75	100 FOL	100
64713	N01AH06	REMIFENTANIL B. BRAUN	5 mg	5	5 x 5 mg	5
64722	C07AB07	BISOPROLOL KRKA	"2,5 MG"	2.5	30 FOL	30
64733	J07BB02	VAXIGRIP	15 mikrog HA / 0.5 ml	15	0.5 ml	1
64742	B02BD01	OCTAPLEX	500 IU	500	500 IU + 20 ml	1
64767	L01XC06	ERBITUX	5 mg/ml	5	100 ml	100
64797	L01XE01	IMATINIB SANDOZ	400 mg	400	30	30
64818	M01AE02	MIRANAX	550 MG	550	50 FOL	50
64878	B05DA	PHYSIONEAL 40 GLUCOSE	13.6 mg/ml	13.6	6 x 1500 ml	6
64887	B05DB	PHYSIONEAL 40 GLUCOSE	"22,7 MG/ML"	22.7	6 X 1500 ML	6
64896	B05DB	PHYSIONEAL 40 GLUCOSE	38.6 mg/ml	38.6	6 x 1500 ml	6
64905	B05DA	PHYSIONEAL 40 GLUCOSE	"13,6 MG/ML"	13.6	5 X 2000 ML	2000
64910	C01EB17	IVABRADINE ACCORD	5 mg	5	112 x 1	1
64914	B05DB	PHYSIONEAL 40 GLUCOSE	"22,7 MG/ML"	22.7	5 X 2000 ML	2000
64923	J01CA04	AMOXIN	375 MG	375	14 FOL	14
64924	B05DB	PHYSIONEAL 40 GLUCOSE	"38,6 MG/ML"	38.6	5 X 2000 ML	2000
64936	C09CA06	KANDROZID	32 mg	32	98	98
65000	J01DB01	CEFALEXINE EQL PHARMA	500 MG	500	14 FOL	14
65041	J01XD01	METRONIDAZOLE BRAUN	5 mg/ml	5	20 x 100 ml	20
65098	S02CA05	CETRAXAL COMP	3 mg/ml + 0.25 mg/ml		10 ml	10
65136	J01CA04	AMOXIN	500 MG	500	14 FOL	14
65147	D05BB02	ACITRETIN ORIFARM	25 mg	25	30	30
65229	C09DA03	VALSARTAN/HYDROCHLOROTHIAZIDE SANDOZ	"80/12,5 MG"		98 FOL	98
65268	G03DA02	PROVERA	10 MG	10	30	30
65280	C09BB04	COVERAM	10 mg / 5 mg	10	90	90
65293	L02BB03	BICALUTAMID ORION	150 MG	150	100 FOL	100
65308	C09CA01	LOSARTAN KRKA	12.5 mg	12.5	98	98
65318	N06AB03	FLUOXETIN GENERICS	20 MG	20	30	30
65326	G01AF08	GYNO-TROSYD	0.02	0.02	20 g	20
65334	G01AF08	GYNO-TROSYD	100MG	100	3	3
65339	A07EA06	CORTIMENT	9 MG	9	30 FOL	30
65342	R01AB01	VIBROCIL			15ML	15
65377	C10AA07	ROSUVASTATIN ACTAVIS	30 mg	30	28	28
65391	J01XX01	MONUROL	3G	3	1X3G	1
65409	D05AX05	ZORAC	0.0005	0.0005	15G	15
65417	D05AX05	ZORAC	0.0005	0.0005	60G	60
65433	C01DA08	NITROSID	10MG	10	30	30
65466	N02AE01	TEMGESIC	0.2MG	0.2	10 FOL	10
65541	C08CA02	FELODIPIN RATIOPHARM	5 mg	5	30 x 1	30
65544	L01XC11	YERVOY	5 mg/ml	5	10 ml	10
65565	N05AH02	FROIDIR	25 MG	25	100	100
65601	L03AA02	NIVESTIM	48 MU / 0.5 ml	48	5 x 0.5 ml	5
65651	C09AA04	ACERTIL	4 MG	4	30 FOL	30
65660	C09AA04	ACERTIL	4 MG	4	90 FOL	90
65662	A10BD11	JENTADUETO	"2,5/850 MG"		60 X 1 FOL	60
65742	J01CR02	AMOXIN COMP	"80/11,4 MG/ML"		35 ML	35
65751	J01CR02	AMOXIN COMP	"80/11,4 MG/ML"		70 ML	70
65754	M01AH05	ETORICOXIB STADA	120 mg	120	14	14
65778	L04AB01	ENBREL	50 MG	50	4 X 50 MG	4
65813	C01DA08	NITROSID	20MG	20	30	30
65831	C10AA05	ATORVASTATIN RATIOPHARM	10 MG	10	30 FOL	30
65855	C10AA05	ATORVASTATIN RATIOPHARM	20 MG	20	30 FOL	30
65870	V08AB02	OMNIPAQUE	180 mg I/ml	180	10 x 10 ml	10
65877	C10AA05	ATORVASTATIN RATIOPHARM	40 MG	40	30 FOL	30
65900	C10AA05	ATORVASTATIN RATIOPHARM	10 MG	10	100	100
